parameter,param_type,participant,mean,2.5%,50%,97.5%,task,feedback,frame,time_pressure,task_label
beta[4],beta,4,0.15239601013256351,-0.3550669359596661,0.09871976474494343,1.0318457600665352,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[5],beta,5,0.021190347888413525,-0.5166969076870175,0.019547686890196456,0.5525221360458492,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[6],beta,6,0.0055631035828031415,-0.5234671261391513,0.010837609503049858,0.5369667145670116,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[7],beta,7,0.11539778670130667,-0.35337634481924163,0.07717266179650696,0.8140803423870262,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[8],beta,8,0.002159417620480852,-0.5697108328223578,0.007895937323922993,0.5373823522840541,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[9],beta,9,0.004939634679803307,-0.57264052119949,0.01099260958133182,0.5627656832985714,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[10],beta,10,0.03460840896726111,-0.4998126640985756,0.02886530019645094,0.606941452695354,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[11],beta,11,0.057169778735688466,-0.4531242594734993,0.04468561486492763,0.6686117094308198,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[12],beta,12,0.0034851958250328298,-0.5694382088370104,0.009360350143144099,0.5336828427152231,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[13],beta,13,-0.09341669251078656,-0.838978188042142,-0.04885369014881964,0.37819834103764344,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[14],beta,14,-0.0375593701119771,-0.679326769826103,-0.016914366188124787,0.4518875557014041,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[15],beta,15,0.09789291060182591,-0.39229510647468385,0.06692495797638726,0.7648621824069344,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[16],beta,16,-0.02162325730176632,-0.6361645476514671,-0.003429367283934667,0.5003069036857631,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[17],beta,17,-0.003492476893359874,-0.5793900666309789,0.0042923492128928145,0.5282887167373067,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[18],beta,18,-0.008980319336130912,-0.5852998120291136,-8.72573914422148e-4,0.5105438616080548,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[19],beta,19,-0.015324741323528462,-0.6071687703638105,-0.004925971470879809,0.4876130061677793,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[20],beta,20,0.005916832044417161,-0.5790159393501783,0.007969961848885567,0.5523196168392123,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[21],beta,21,0.05407632377761143,-0.4847041705150731,0.039582304305408045,0.67942977570718,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[22],beta,22,0.08585193783117778,-0.4198060921006764,0.05876998281006146,0.7390433536168195,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[23],beta,23,0.04813273251709294,-0.4772001722480003,0.03697565207965324,0.6522294068871639,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[24],beta,24,0.12754966235815174,-0.3432334858783693,0.08597195808063118,0.8462511269759107,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[25],beta,25,0.02849970737067618,-0.5201148433282994,0.026792284360706606,0.5983451648688302,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[26],beta,26,0.01674770073659641,-0.554990898791888,0.01795965863089194,0.584156524460129,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[27],beta,27,-0.04610056231186048,-0.703424930252356,-0.02105260236289156,0.45656770833719673,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[28],beta,28,0.010388921891539116,-0.5402233031273562,0.010828447140173333,0.5687631763793878,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[29],beta,29,0.07066784745827029,-0.4052476232513434,0.04689115565016288,0.716549969298767,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[30],beta,30,0.08154109396343641,-0.41263578265467193,0.055921039474263266,0.7309903562673055,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[31],beta,31,0.013277477787891998,-0.5455613755928549,0.014602089668104445,0.5791920852127859,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[32],beta,32,-0.033112183968361866,-0.6349134954623192,-0.011356150466316038,0.453523072167961,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[33],beta,33,0.047124896182303005,-0.49910319344628123,0.03802482477089071,0.6585887506269962,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[34],beta,34,-0.01907541766877663,-0.5909338436533048,-0.0068676781213501525,0.4757144989351362,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[35],beta,35,-0.03244148024735016,-0.6626736935830193,-0.016799855855264438,0.4686673389034995,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[36],beta,36,0.0936825263884986,-0.40168341391765333,0.06391925378155228,0.7447061312023511,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[37],beta,37,0.005456583062841841,-0.566718962546669,0.010807432061316544,0.5426055065263301,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[38],beta,38,-0.00404154890705254,-0.5957915122191214,0.0026949038671217583,0.5309303691373449,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[39],beta,39,0.07664474965328462,-0.38885386125460564,0.052088584581954894,0.7124654191048335,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[40],beta,40,0.02313924122817866,-0.5130101359270944,0.021192314630975997,0.562284334550671,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[41],beta,41,-0.01545366408236608,-0.5988397641798313,-5.415810935354693e-4,0.4658930845639322,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[42],beta,42,0.04520702623232408,-0.48145153367399735,0.034018671818500795,0.604562217360712,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[43],beta,43,0.058516933862160767,-0.4472930473564512,0.04163827877622858,0.6944889275769409,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[44],beta,44,-0.12608564562892727,-0.9067716545183819,-0.07387868133874728,0.3418590859932885,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[45],beta,45,0.020022259183551282,-0.5221050382667534,0.01754170901152824,0.5878365514264389,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[46],beta,46,0.010092710652496884,-0.5444181523209994,0.012201981139361141,0.5421400612585638,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[47],beta,47,0.02427407145572952,-0.5238554001242777,0.020145143892231078,0.6031161266753622,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[48],beta,48,0.07144215575076027,-0.4303538950834266,0.05205630756995387,0.6868568166214847,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[49],beta,49,-0.030979070760824276,-0.6699247895722915,-0.00849359458610218,0.46717861267086963,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[50],beta,50,0.04175417739645553,-0.4874109388592939,0.03481047567984559,0.6017217726268588,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[51],beta,51,-0.039081350102684834,-0.6810613048128898,-0.017676652031658656,0.4608373444403029,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[52],beta,52,-0.0022457177004294904,-0.5683154544591565,0.0021518247269803562,0.5222532103258535,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[53],beta,53,-0.012686979369257532,-0.6025038709792255,-0.0015118160289066557,0.5341521597262495,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[54],beta,54,0.02213591261763403,-0.4950772094992612,0.01938210139404549,0.5411195047768839,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[55],beta,55,-0.021906522150883127,-0.6231018776309762,-0.009104697947967455,0.4859883450268168,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[56],beta,56,0.008819129233553635,-0.592176473921889,0.011238135081355618,0.5743341998573541,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[57],beta,57,0.10211172904598763,-0.352961559087893,0.07052137770361358,0.7599224681002109,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[58],beta,58,0.023423466131320077,-0.5279525342834146,0.02305510951190517,0.5739432010413401,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[59],beta,59,-0.05934331806125286,-0.7387425278349807,-0.033146987605460365,0.4367855768802571,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[60],beta,60,0.0782606672156496,-0.3936188047581405,0.05265663693748651,0.6749284839644919,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[61],beta,61,0.05815733528210269,-0.45191028129567157,0.04407322525751329,0.6460201361029798,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[62],beta,62,0.05678076770898984,-0.443437740535418,0.03975865700405524,0.644634128830704,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[63],beta,63,-0.02376896277084978,-0.6209899407517551,-0.010394917201652296,0.4900341453530776,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[64],beta,64,0.05688826210317622,-0.4475197081677662,0.04266773802324854,0.6738378363615183,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
beta[65],beta,65,0.1001292829547357,-0.3697367354057276,0.0689884382358863,0.7638910240032066,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[1],gamma,1,0.4078794887633239,-0.13066913460017743,0.39937960935068184,0.9774425544500178,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[2],gamma,2,0.319461372753337,-0.22158485811639278,0.3201369284675195,0.8833428706272471,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[3],gamma,3,0.32451788191760234,-0.22373465291448083,0.32348261556695834,0.8899060573983452,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[4],gamma,4,1.6686046748228411,0.9158522111196031,1.6477181382135009,2.492040118914539,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[5],gamma,5,0.1780386707633664,-0.357979815164573,0.181000227674677,0.7235793497256158,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[6],gamma,6,0.3277731076710108,-0.22537313916083235,0.32569286254716023,0.8731631033191886,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[7],gamma,7,-0.2069065004741474,-0.7494652456864286,-0.20384140555174943,0.3164629914681036,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[8],gamma,8,0.02585042726837588,-0.512251760143551,0.026613279566827068,0.5438153900716207,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[9],gamma,9,-0.13933732039488922,-0.712085436563239,-0.140094411473966,0.41989836611403986,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[10],gamma,10,0.09220464388400867,-0.43391605689430635,0.09288052022867734,0.6277114843058584,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[11],gamma,11,-0.7622799750239514,-1.3441439099883212,-0.7578674489211941,-0.19065335680225,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[12],gamma,12,0.17634393597715473,-0.36423055924917624,0.17146572300188023,0.7431738558376334,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[13],gamma,13,0.17726257417622085,-0.3661690626671613,0.1771797065835663,0.7278693065759466,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[14],gamma,14,-0.5186959153080885,-1.07646160831131,-0.5188430466437522,0.02250884679137077,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[15],gamma,15,-0.07054191154841874,-0.5998636576385964,-0.07064035162852196,0.46637880721451,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[16],gamma,16,0.16637059005791352,-0.38583420153320136,0.16615237218630718,0.7305140462320375,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[17],gamma,17,0.0322978422075502,-0.5008091929564533,0.031039667103753946,0.5827127392245983,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[18],gamma,18,0.5693099468934214,0.01998573172960469,0.5693930630943281,1.14706325660782,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[19],gamma,19,0.2574810478724431,-0.2887114035152258,0.2602826610041504,0.796403686882931,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[20],gamma,20,-0.054213263964382696,-0.5930916717659314,-0.055010560833533985,0.4892627959438122,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[21],gamma,21,0.021294783161642877,-0.5022176204541171,0.020797228011856753,0.5539685646135899,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[22],gamma,22,-0.7834898208209732,-1.370289979562545,-0.7783513134730375,-0.22544961321189327,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[23],gamma,23,-0.12773183503726285,-0.6763918883799667,-0.12822566853981543,0.4051637297649871,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[24],gamma,24,0.5562532879016553,0.009196561078800831,0.5562541444454399,1.103610216839587,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[25],gamma,25,-0.6875532649815175,-1.281821593771913,-0.6829299992276564,-0.12095892022593976,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[26],gamma,26,-0.672440669331562,-1.262438481979548,-0.6711504843420724,-0.11005308768715137,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[27],gamma,27,0.1849451950617193,-0.3754143655362617,0.1858933058921599,0.7508082727143722,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[28],gamma,28,0.08973048493904023,-0.4503203832145718,0.09090832382266975,0.648366170949012,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[29],gamma,29,0.017312420544132765,-0.5347016541554858,0.014892155050102898,0.5865927656635038,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[30],gamma,30,-0.9348061462137474,-1.5476388394948783,-0.9310431634412552,-0.35770569983100003,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[31],gamma,31,0.16727644283529874,-0.3583570471185973,0.1692499302426662,0.6966068564924172,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[32],gamma,32,-0.05477344647949247,-0.5978433850322366,-0.055103603012632354,0.4799359820472766,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[33],gamma,33,-0.4400612019602846,-1.0150383912629979,-0.43647192391171796,0.11628738287561491,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[34],gamma,34,-0.355944624816369,-0.9149412092090841,-0.3560002234248167,0.19372190746051582,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[35],gamma,35,-0.05326795097533095,-0.5795985551759212,-0.05302963020648486,0.48494599538110017,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[36],gamma,36,-0.05200064313696834,-0.5971459876714322,-0.04674522744400396,0.4997921961879641,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[37],gamma,37,-1.4014391315707844,-2.1231193619887128,-1.3832880327145194,-0.7569287791866848,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[38],gamma,38,-0.13719727214451272,-0.6850179090104145,-0.13081584236044264,0.40814249909130224,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[39],gamma,39,0.021397846757050948,-0.5449872308382055,0.021729309060892394,0.5662820190784575,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[40],gamma,40,-0.28487678816329,-0.8232549634307712,-0.2871902915946601,0.24338658419001755,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[41],gamma,41,0.3184420251886372,-0.22684744632742682,0.3183244719322279,0.8659485981788962,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[42],gamma,42,-0.5185810574750239,-1.0786287858123276,-0.5157566837778684,0.01978601979092539,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[43],gamma,43,0.1684475344435685,-0.3620329026154744,0.1659075601073917,0.7189583996697034,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[44],gamma,44,0.4652135733414909,-0.09034725987452748,0.4611178736084587,1.043811532615327,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[45],gamma,45,0.023217758158698622,-0.5259872798845748,0.019865931187671593,0.5634964729135424,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[46],gamma,46,-0.12211883046762859,-0.6765702128367832,-0.12389871780340918,0.43191035331344735,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[47],gamma,47,-0.4353502740886624,-1.0048343875843448,-0.4309306698040445,0.11501588495106316,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[48],gamma,48,0.4063744141985246,-0.1325489342362773,0.40364271543058505,0.9649358411751503,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[49],gamma,49,-0.3554149653036271,-0.9191612339152758,-0.35463001645863723,0.18995296846232979,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[50],gamma,50,0.08814752889998144,-0.4455250450241281,0.09331867260559315,0.6394282378229899,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[51],gamma,51,0.40770908845863174,-0.13277583444345908,0.403184076285988,0.9787318938734778,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[52],gamma,52,-0.05303295269870966,-0.5950973081098367,-0.05080074193802687,0.47771379658155294,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[53],gamma,53,-0.04698148085993626,-0.5848404458235595,-0.045428860421421365,0.4960683724263626,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[54],gamma,54,0.10444238573569072,-0.43885959501048505,0.10139513648191165,0.6708414471628522,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[55],gamma,55,0.5667116921217735,0.03420519993870721,0.559134355789419,1.1339279644659348,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[56],gamma,56,-0.5205023928861625,-1.0938451855198381,-0.5146801882096648,0.02478720361795478,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[57],gamma,57,-0.21391439140301374,-0.7500847948229666,-0.21140567375695557,0.32576534903253873,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[58],gamma,58,0.08948340192262219,-0.47050289157351016,0.0903468007718638,0.6644783331631572,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[59],gamma,59,-0.9318675940468418,-1.5360461336898437,-0.9233261623900391,-0.36840957238373256,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[60],gamma,60,0.1008835685415056,-0.44591422894451227,0.10006941281562402,0.6498423566060253,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[61],gamma,61,0.1758030246794963,-0.3642917747796384,0.17504620001761906,0.7308369963137523,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[62],gamma,62,-0.1962249331286302,-0.72991915662712,-0.19567623110537274,0.3426251168084727,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[63],gamma,63,-0.4448291019495498,-1.0253159512020233,-0.44108545532383425,0.09581808640863204,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[64],gamma,64,0.017417340427771842,-0.5220058935868156,0.012154009079905036,0.5630016722097573,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
gamma[65],gamma,65,-0.20441361122062418,-0.7699446167536986,-0.19895479220271695,0.33757128220351945,FullcrossNoTimelimited,Full,Reject,No TP,Full | Reject | No TP
alpha[1],alpha,1,0.7035998253564792,-0.231317376580642,0.6981722097727188,1.7342179100857322,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[2],alpha,2,0.7214160037555639,-0.22315521930824814,0.7085716217490273,1.7524314610672793,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[3],alpha,3,0.6295430923401477,-0.3853684605125172,0.6490921766682611,1.5290014520449042,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[4],alpha,4,0.6765902747465348,-0.3018071743441207,0.6865688268203158,1.6668140785785421,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[5],alpha,5,0.7642602810874648,-0.12276627348164862,0.745953411803413,1.7779421748156765,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[6],alpha,6,0.6802105700076646,-0.3366151813353528,0.6840466843836555,1.6561605196107707,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[7],alpha,7,0.7160954715795181,-0.2619888608405708,0.7070721224370052,1.7301799550011576,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[8],alpha,8,0.6916509060037639,-0.2544516607269621,0.6839727524617314,1.6926982471679108,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[9],alpha,9,0.7472507229213459,-0.17637470491934476,0.7272356323786537,1.8334864587060398,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[10],alpha,10,0.7340845230718269,-0.23760520032589671,0.722894575510435,1.7928855688367757,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[11],alpha,11,0.7046057188270611,-0.21105232678578642,0.6984723877027494,1.6985935129611276,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[12],alpha,12,0.7224812805216407,-0.18510952314272805,0.7097868778262619,1.720982299332235,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[13],alpha,13,0.658593905066047,-0.34889662374175445,0.6709105833054138,1.5972821114834113,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[14],alpha,14,0.6918997137316877,-0.290039693798252,0.6913917789969528,1.672701970677132,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[15],alpha,15,0.7264018137864396,-0.23406242672913927,0.7122072671844284,1.777003095029907,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[16],alpha,16,0.6788451550043503,-0.3204300018458443,0.6859306264778848,1.6169161978052917,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[17],alpha,17,0.6790004562880005,-0.3326878876970006,0.6863316195151516,1.6589719316494538,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[18],alpha,18,0.6704501097802694,-0.35095809735219724,0.6800338520868932,1.6343481630504304,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[19],alpha,19,0.6988798075038583,-0.2881835249973275,0.6994862518209377,1.6939124871713975,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[20],alpha,20,0.734291948526807,-0.15211743274508216,0.7234961373884373,1.7089787100882707,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[21],alpha,21,0.6866497255172939,-0.28445237745785795,0.689047723460103,1.6524231884347333,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[22],alpha,22,0.711245912927028,-0.19225262634246124,0.7030848204976898,1.706263622845969,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[23],alpha,23,0.6713603358902043,-0.3180139556243894,0.6798280329685007,1.6314329218201105,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[24],alpha,24,0.6897358379173278,-0.2201772488995712,0.6897229531318353,1.6188042939909466,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[25],alpha,25,0.6752753862718716,-0.32707077461386097,0.6794794232726764,1.642878660432365,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[26],alpha,26,0.6739597971064968,-0.32146073355381866,0.6845443183601729,1.6112951301111622,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[27],alpha,27,0.7023199882002881,-0.2542628404821455,0.6930945334498916,1.7061969739771565,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[28],alpha,28,0.7637002348067303,-0.12593211861757184,0.7458945479584205,1.8626744137251046,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[29],alpha,29,0.7462118597031953,-0.13838699087080455,0.7203748797084484,1.8185579345637877,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[30],alpha,30,0.7225839574149041,-0.1414748208306138,0.7108067606121891,1.680075525493233,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[31],alpha,31,0.7002492615032551,-0.2771743943627573,0.7004938497113453,1.6690755716237455,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[32],alpha,32,0.6683527317301254,-0.2959748504194277,0.6746250160950995,1.6212133821268948,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[33],alpha,33,0.6891353286640012,-0.28867860235342335,0.6869241359739957,1.675806162258582,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[34],alpha,34,0.6085736890185961,-0.37365938401770926,0.6343346273179757,1.462315880941765,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[35],alpha,35,0.640428178988846,-0.4034611515072383,0.6542224618161476,1.5687582783296783,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[36],alpha,36,0.6707004177239276,-0.28738166205128274,0.6762130805658104,1.619888132192187,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[37],alpha,37,0.6586704888588272,-0.33745125678719035,0.6707423551017102,1.5840473094841518,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[38],alpha,38,0.711109755945353,-0.2217653406755361,0.7034984395001682,1.6298086808850105,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[39],alpha,39,0.6481826478865742,-0.34682811916535344,0.6600422811111368,1.5278835110634992,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[40],alpha,40,0.6869112561163745,-0.28813843618925034,0.6866019591070198,1.6707749877783733,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[41],alpha,41,0.7065373752099886,-0.2701576663087411,0.7021602971047584,1.7089367451408644,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
