task,parameter,mean,median,sd,q025,q10,q90,q975
FulltickNoTimelimited4060,sigma_beta_slope,0.4940609460707171,0.4842062433077484,0.3103184535451229,0.02124054789948988,0.08639542566103953,0.9131637620663078,1.0967055487648527
FulltickNoTimelimited4060,sigma_bias,0.11465862914314776,0.09834564524034917,0.0829395933898488,0.004314400506818885,0.02054383658718497,0.21947265590801218,0.31767540635915875
FulltickNoTimelimited4060,sigma_gamma,0.8185220872870557,0.8133932882439467,0.14341486505254308,0.5678168305035172,0.6433830442382487,0.9954219570179431,1.1288839546283103
FulltickNoTimelimited4060,sigma_log_beta0,1.0557402946277556,1.0498758616449564,0.1898727246141642,0.6921958225435983,0.8298584803408015,1.313807280115484,1.4405237573203682
FulltickTimelimited,alpha_neg_pop,0.7628762334097627,0.7641932461373848,0.07989120823422358,0.6028094880255621,0.6635058513042801,0.8693988204647823,0.9093103182414786
FulltickTimelimited,alpha_pos_pop,0.8451688048388258,0.8491697034738925,0.0602514491942024,0.7204207530596404,0.7650490765359668,0.9221570638868912,0.9522400596540861
FulltickTimelimited,mu_alpha_neg_logit,1.2299317224178912,1.1758081418286734,0.4922722883205259,0.4171852496378489,0.6789570029213366,1.8956538345176825,2.3052437311367053
FulltickTimelimited,mu_alpha_pos_logit,1.7839617257242182,1.7281037748503425,0.521111443428466,0.9465496879263754,1.1805634456933853,2.472023000955987,2.9926311966061685
FulltickTimelimited,mu_beta_slope,0.4844397122211644,0.4836610594635137,0.2706951678245872,-0.039725071918733965,0.13258901865562864,0.8276235757548014,1.0214484464860958
FulltickTimelimited,mu_bias,0.015839636129619115,0.0165478208454614,0.02629412461906949,-0.0382321319072732,-0.01733748201732475,0.04830217034594222,0.06495243923189276
FulltickTimelimited,mu_gamma,0.07741645068635415,0.07964903807227203,0.1026011657440438,-0.12066403554208784,-0.05113260228217151,0.20945823213469186,0.2734059907260986
FulltickTimelimited,mu_log_beta0,0.22083526285123903,0.24165960685245264,0.2674841082364076,-0.3552306160503476,-0.12660851231545203,0.5555513732454851,0.6932138221192997
FulltickTimelimited,sigma_alpha_neg,0.749435425489962,0.6673872187129057,0.5176848868767157,0.0353528333879234,0.12843383862294908,1.503710530797859,1.791253189449448
FulltickTimelimited,sigma_alpha_pos,0.45262334484482647,0.3678324485953117,0.3529122206233728,0.015360520221537584,0.07014684870412445,0.9282067385523713,1.3071336886362668
FulltickTimelimited,sigma_beta_slope,0.3837721171045526,0.3566852591206575,0.23558017121873118,0.016649668988240385,0.07652297156266671,0.7188470666911007,0.8679841685206279
FulltickTimelimited,sigma_bias,0.044231060358654074,0.03824824164185263,0.032737010623838665,0.0014355233794712922,0.007002616531990505,0.08963321991698098,0.1183030099034979
FulltickTimelimited,sigma_gamma,0.7182578679227934,0.7131822195284734,0.09596732790950914,0.5424540429743998,0.6023034981489653,0.8430964341585169,0.9171474111731395
FulltickTimelimited,sigma_log_beta0,0.9887478161999474,0.9820971719879468,0.17444697914259533,0.6817612696155858,0.7746090681484887,1.2178503652825963,1.361545071362564
PartialcrossNoTimelimited,alpha_neg_pop,0.7159080616405048,0.713709924036048,0.07037687523609676,0.5751133902933032,0.6215540177222474,0.8050574554896902,0.8521469457728184
