parameter,task_a,task_b,n_draws_used,diff_mean,diff_median,diff_q025,diff_q10,diff_q90,diff_q975,p_diff_gt_0,posterior_tail_p
mu_gamma,FullcrossTimelimited,FulltickNoTimelimited,6000,0.12380105196572048,0.12574336146021958,-0.11414633612919034,-0.032561053431942814,0.27677980110944833,0.35773921106895523,0.8511666666666666,0.29766666666666675
mu_gamma,FullcrossTimelimited,FulltickTimelimited,6000,-0.03677422111767073,-0.03750047110483189,-0.2888216671912023,-0.19916047693823755,0.1244259211625686,0.21514166819729896,0.382,0.764
mu_gamma,FullcrossTimelimited,PartialcrossNoTimelimited,6000,-0.1832619850606361,-0.18405752759946709,-0.44035914319397157,-0.35439286842932866,-0.01272132586544006,0.07995579868488181,0.08333333333333333,0.16666666666666666
mu_gamma,FullcrossTimelimited,PartialcrossTimelimited,6000,-0.39079998234352314,-0.3905965168167538,-0.6426516126114804,-0.5556458480768277,-0.2254693583823248,-0.13990296418841214,6.666666666666666e-4,0.0013333333333333333
mu_gamma,FullcrossTimelimited,PartialtickNoTimelimited,6000,-0.11042589454615848,-0.11116263772119489,-0.3658382368422849,-0.2765523954520645,0.053499811805170376,0.1397380752357346,0.19583333333333333,0.39166666666666666
mu_gamma,FullcrossTimelimited,PartialtickTimelimited,6000,-0.21032447296315618,-0.20979349586941703,-0.46242066731657017,-0.37210089669674884,-0.04908710207274477,0.04138863660273938,0.04816666666666667,0.09633333333333334
mu_gamma,FulltickNoTimelimited,FulltickTimelimited,6000,-0.16057527308339123,-0.1610569017628099,-0.3958498763200066,-0.3168949536107834,-0.006015097409426818,0.08442690623616274,0.0905,0.181
mu_gamma,FulltickNoTimelimited,PartialcrossNoTimelimited,6000,-0.3070630370263566,-0.30749476687998767,-0.554729910182924,-0.46872437681297047,-0.1432898225080334,-0.05778084187481053,0.008833333333333334,0.017666666666666667
mu_gamma,FulltickNoTimelimited,PartialcrossTimelimited,6000,-0.5146010343092436,-0.5147359949352737,-0.757811399149692,-0.6708986510193323,-0.3581049777266535,-0.26989573085652574,1.6666666666666666e-4,3.333333333333333e-4
mu_gamma,FulltickNoTimelimited,PartialtickNoTimelimited,6000,-0.23422694651187898,-0.23445335280886265,-0.4711959984962346,-0.3930786942832755,-0.07696291090547847,0.013027748425941446,0.0305,0.061
mu_gamma,FulltickNoTimelimited,PartialtickTimelimited,6000,-0.33412552492887665,-0.335434411627732,-0.571126100724426,-0.4874836532761965,-0.17596065854161436,-0.09408378385359573,0.0028333333333333335,0.005666666666666667
mu_gamma,FulltickTimelimited,PartialcrossNoTimelimited,6000,-0.14648776394296537,-0.14644457924647813,-0.4071898290168602,-0.3169063400370276,0.024285479921471707,0.10904319400345859,0.13733333333333334,0.27466666666666667
mu_gamma,FulltickTimelimited,PartialcrossTimelimited,6000,-0.35402576122585244,-0.3537638349182272,-0.6051143584867921,-0.5193648098139739,-0.19001799186105256,-0.10472630920805671,0.003,0.006
mu_gamma,FulltickTimelimited,PartialtickNoTimelimited,6000,-0.07365167342848775,-0.07369358895515041,-0.3312039657835961,-0.2372670368794222,0.09059039312259093,0.1788053502787659,0.2835,0.567
mu_gamma,FulltickTimelimited,PartialtickTimelimited,6000,-0.17355025184548545,-0.17286299018415632,-0.42919494323423657,-0.335788001516239,-0.011862522599285656,0.07230706481608902,0.08383333333333333,0.16766666666666666
