draw,group,alpha,beta_restored,gamma
148,Accept,1.4010066296463106,-0.26505247768878093,0.04564699415388494
148,Reject,1.0197384748128784,-0.055203923666538875,0.12428866282002665
149,Accept,1.2403687838218824,-0.25397859032066644,0.061549602951810445
149,Reject,1.4084928036401236,-0.023424631892375213,0.22047635639813945
150,Accept,1.0550332828121165,-0.3248953068422442,0.14325433959672954
150,Reject,1.0910304379092792,-0.1111950517631521,0.21234125596222886
151,Accept,1.226856681535662,-0.38955790767056914,0.1438364775790679
151,Reject,1.0466199006902077,-0.08136537244696655,0.1465328681250894
152,Accept,1.0710522207289919,-0.3123688480614268,0.16351091555934621
152,Reject,0.9026839398725054,-0.13659318351393288,0.23900403722399213
153,Accept,1.0412921826705896,-0.4462547167339992,0.08436576336678575
153,Reject,0.9695987389507271,0.31154430488777063,0.11515112455364547
154,Accept,1.535587999381784,-0.24606834941854888,0.14151336703827175
154,Reject,0.9136803273839231,-0.10549930756225791,0.1981567364063805
155,Accept,1.4497390110706978,-0.2778186047923566,0.1858706891719562
155,Reject,1.0719189055444758,-0.024828403410479344,0.20705615989089968
156,Accept,1.4947137397865067,-0.24300878577966753,0.08218039921454498
156,Reject,0.6726799574054795,-0.18497313957670491,0.16693679686829946
157,Accept,1.0143402661187477,-0.2769640527036742,0.15008860941382898
157,Reject,0.9274185170816475,-0.0678691316594616,0.1681882194697625
158,Accept,1.1437609106752717,-0.2917892286179626,0.13984954329503158
158,Reject,0.721950794193296,-0.059755101347544526,0.1337568125304638
159,Accept,1.5297846706824432,-0.27995999198342864,0.08952392695408201
159,Reject,1.021903552648345,-0.14802822546988395,0.17001344603958238
160,Accept,1.1332429523333811,-0.22274947906921033,0.10980967292267438
